type,air_temperature,process_temperature,rotational_speed,torque,tool_wear,temp_diff,power,rpm_torque_ratio,machine_failure,TWF,HDF,PWF,OSF,RNF
M,299.2,308.4,1545,45.1,69,9.24,7293.0,34.28,0,0,0,0,0,0
M,302.1,312.3,1371,29.8,143,10.25,4277.9,46.01,0,0,0,0,0,0
L,300.6,309.5,1396,34.0,195,8.86,4974.3,41.03,0,0,0,0,0,0
L,299.9,308.0,1468,43.2,82,8.11,6635.4,34.01,0,0,0,0,0,0
M,300.5,310.7,1355,41.8,209,10.22,5934.1,32.4,1,1,0,0,0,0
M,300.4,310.4,1420,44.6,60,10.02,6636.7,31.82,0,0,0,0,0,0
M,297.0,306.4,1570,22.1,218,9.43,3630.0,71.11,1,1,0,0,0,0
L,299.3,308.0,1300,38.5,63,8.72,5235.5,33.8,0,0,0,0,0,0
M,303.2,313.5,2021,45.5,154,10.29,9627.4,44.43,1,0,0,1,0,0
M,298.7,307.7,1650,47.5,89,9.01,8204.6,34.75,0,0,0,0,0,0
M,299.4,309.2,1245,48.1,80,9.86,6276.0,25.86,0,0,0,0,0,0
M,298.9,310.7,1004,42.5,88,11.76,4469.7,23.62,0,0,0,0,0,0
M,299.8,310.5,1362,36.2,124,10.65,5164.3,37.62,0,0,0,0,0,0
M,298.8,307.5,1636,45.0,211,8.63,7712.0,36.34,0,0,0,0,0,0
L,301.0,309.7,1598,37.0,189,8.73,6192.1,43.19,0,0,0,0,0,0
L,300.4,310.5,1477,49.0,112,10.15,7580.5,30.14,0,0,0,0,0,0
L,301.5,310.2,1379,44.3,70,8.62,6393.4,31.15,0,0,0,0,0,0
L,297.9,305.9,1319,39.4,213,8.0,5439.8,33.49,1,0,1,0,0,0
L,299.3,309.9,1419,32.3,217,10.53,4801.2,43.92,1,1,0,0,0,0
L,299.5,309.9,1297,51.2,113,10.32,6953.3,25.33,0,0,0,0,0,0
L,300.9,311.4,1420,45.6,173,10.45,6779.4,31.15,0,0,0,0,0,0
L,298.4,308.7,1766,61.0,92,10.26,11286.5,28.94,1,0,0,1,0,0
M,301.8,311.8,1345,45.3,37,9.93,6375.1,29.72,0,0,0,0,0,0
H,302.4,311.7,1622,46.1,80,9.34,7830.2,35.19,0,0,0,0,0,0
L,298.0,308.5,1652,25.3,170,10.52,4385.0,65.17,0,0,0,0,0,0
H,299.0,310.5,1284,43.1,192,11.53,5795.9,29.79,0,0,0,0,0,0
L,298.9,308.4,1331,36.8,212,9.5,5134.1,36.13,1,1,0,0,0,0
L,305.3,314.2,1713,48.3,4,8.98,8657.9,35.49,0,0,0,0,0,0
L,299.1,308.0,1314,43.3,121,8.86,5964.6,30.31,0,0,0,0,0,0
L,303.4,312.5,1488,49.9,68,9.13,7768.2,29.85,0,0,0,0,0,0
M,297.5,307.7,1907,61.3,170,10.2,12246.8,31.1,1,0,0,1,0,0
M,298.0,305.9,1695,32.0,61,7.86,5682.9,52.94,0,0,0,0,0,0
L,298.6,309.1,1517,49.5,141,10.44,7858.3,30.67,0,0,0,0,0,0
L,298.3,309.0,1668,46.8,177,10.64,8181.0,35.61,0,0,0,0,0,0
L,299.5,307.7,1488,59.8,192,8.2,9317.1,24.89,1,0,0,1,1,0
L,298.6,307.6,1703,47.1,67,9.02,8391.5,36.19,0,0,0,0,0,0
L,298.4,308.4,1090,46.0,21,10.08,5252.3,23.69,0,0,0,0,0,0
L,302.3,312.2,1472,48.5,54,9.86,7478.4,30.34,0,0,0,0,0,0
M,302.4,313.0,1082,49.2,149,10.52,5576.1,21.99,0,0,0,0,0,0
H,301.9,311.8,1532,54.5,10,9.86,8750.5,28.09,0,0,0,0,0,0
L,301.0,312.3,1452,31.8,39,11.26,4836.2,45.65,0,0,0,0,0,0
H,300.2,309.9,1772,36.1,248,9.68,6694.5,49.12,1,1,0,0,0,0
L,299.0,308.0,1642,57.4,95,9.02,9861.8,28.63,1,0,0,1,0,0
L,298.1,307.0,1394,20.4,124,8.94,2979.9,68.29,1,0,0,1,0,0
L,300.7,311.5,1418,39.2,2,10.74,5813.9,36.22,0,0,0,0,0,0
M,297.7,307.7,1576,41.5,147,10.03,6848.4,37.98,0,0,0,0,0,0
H,298.0,308.6,1385,38.2,81,10.63,5544.9,36.23,0,0,0,0,0,0
M,302.3,312.9,1493,55.8,132,10.61,8725.6,26.75,0,0,0,0,0,0
L,303.8,311.8,1763,44.8,131,7.98,8263.5,39.39,0,0,0,0,0,0
M,300.8,309.6,1334,36.1,241,8.86,5046.8,36.93,1,1,0,0,0,0
L,302.2,311.2,1410,33.7,67,8.98,4969.5,41.89,0,0,0,0,0,0
M,299.5,308.7,1438,42.8,142,9.18,6447.9,33.58,0,0,0,0,0,0
L,297.3,306.9,2131,51.7,95,9.58,11528.2,41.25,1,0,0,1,0,0
L,301.2,312.2,1621,41.4,105,11.0,7025.0,39.17,0,0,0,0,0,0
L,301.1,312.3,1726,38.7,13,11.2,6986.9,44.65,0,0,0,0,0,0
M,300.1,309.9,1653,33.0,172,9.71,5720.5,50.02,0,0,0,0,0,0
L,299.5,309.3,1667,43.7,48,9.75,7635.7,38.11,0,0,0,0,0,0
M,301.9,311.2,1594,43.2,117,9.29,7208.7,36.91,0,0,0,0,0,0
L,298.0,308.1,1573,32.8,108,10.09,5396.0,48.02,0,0,0,0,0,0
M,298.5,308.7,1209,50.3,117,10.2,6363.8,24.05,0,0,0,0,0,0
M,298.0,308.8,1571,57.1,93,10.81,9387.3,27.53,1,0,0,1,0,0
M,300.2,311.0,1478,40.5,60,10.8,6266.9,36.5,0,0,0,0,0,0
L,297.8,305.5,1609,43.0,112,7.7,7248.8,37.4,0,0,0,0,0,0
L,298.6,308.5,1485,29.0,11,9.85,4502.1,51.29,0,0,0,0,0,0
L,298.6,310.0,1652,47.4,60,11.38,8195.2,34.87,0,0,0,0,0,0
M,299.5,309.0,1687,44.6,196,9.56,7886.5,37.79,0,0,0,0,0,0
L,297.0,308.2,917,36.7,210,11.14,3528.0,24.96,0,0,0,0,0,0
L,300.2,309.9,1413,32.6,178,9.69,4818.6,43.39,0,0,0,0,0,0
L,302.5,312.7,1128,58.5,158,10.17,6907.4,19.29,0,0,0,0,0,0
L,300.3,309.1,1547,43.8,202,8.86,7100.2,35.3,0,0,0,0,0,0
M,303.1,312.0,1439,30.8,31,8.9,4644.8,46.69,0,0,0,0,0,0
L,302.7,313.4,1771,48.6,131,10.73,9005.0,36.47,1,0,0,1,0,0
M,301.6,312.4,1541,42.3,29,10.88,6825.5,36.43,0,0,0,0,0,0
L,300.1,310.2,1402,40.6,194,10.03,5959.1,34.54,0,0,0,0,0,0
L,300.0,308.8,1687,49.8,130,8.77,8795.2,33.89,0,0,0,0,0,0
L,301.5,311.6,1436,13.9,202,10.04,2086.1,103.52,1,0,0,1,0,0
L,299.2,310.5,1400,21.9,199,11.26,3215.0,63.84,1,0,0,1,0,0
L,296.2,308.0,1578,53.8,116,11.74,8889.0,29.34,0,0,0,0,0,0
M,301.0,310.7,1822,38.7,124,9.68,7386.0,47.07,0,0,0,0,0,0
L,297.7,306.1,1670,35.7,7,8.34,6248.9,46.74,0,0,0,0,0,0
M,298.1,308.9,1613,26.6,130,10.84,4496.9,60.59,0,0,0,0,0,0
L,300.0,309.7,2050,41.9,169,9.72,9003.2,48.88,1,0,0,1,0,0
L,299.8,310.8,1353,43.2,58,10.94,6116.9,31.34,0,0,0,0,0,0
M,297.2,307.5,1349,54.4,246,10.28,7686.1,24.79,1,1,0,0,1,0
L,300.3,309.4,1529,43.7,243,9.12,7001.0,34.97,1,1,0,0,0,0
L,301.9,312.0,1803,37.0,70,10.06,6980.7,48.77,0,0,0,0,0,0
L,297.7,309.1,1311,44.1,178,11.31,6048.4,29.76,0,0,0,0,0,0
L,302.5,312.4,1850,51.1,7,9.85,9898.7,36.21,1,0,0,1,0,0
M,296.9,305.8,1212,48.9,166,8.97,6208.0,24.78,0,0,0,0,0,0
L,304.2,312.6,1475,46.2,156,8.41,7138.3,31.92,0,0,0,0,0,0
M,299.2,308.4,1534,42.7,205,9.23,6866.7,35.89,0,0,0,0,0,0
M,300.3,309.9,1323,34.2,76,9.59,4736.4,38.7,0,0,0,0,0,0
L,296.2,307.0,1375,29.7,219,10.82,4272.5,46.34,1,1,0,0,0,0
H,299.9,308.8,1659,28.1,214,8.88,4880.1,59.06,1,1,0,0,0,0
L,300.5,312.0,1788,43.9,167,11.55,8227.2,40.69,0,0,0,0,0,0
H,299.8,308.5,1077,45.0,118,8.66,5073.3,23.94,0,0,0,0,0,0
L,298.9,311.2,1536,50.9,154,12.33,8194.2,30.15,0,0,0,0,0,0
M,298.1,309.8,1477,45.6,182,11.73,7055.7,32.38,0,0,0,0,0,0
L,302.3,312.4,1521,50.5,243,10.14,8045.0,30.11,1,1,0,0,1,0
L,300.1,308.4,1436,38.7,30,8.35,5818.8,37.11,0,0,0,0,0,0
M,303.1,313.0,1241,47.7,78,9.94,6200.1,26.01,0,0,0,0,0,0
M,298.9,308.6,1808,30.0,195,9.61,5677.2,60.3,0,0,0,0,0,0
L,299.1,307.9,1731,39.4,102,8.73,7141.7,43.94,0,0,0,0,0,0
L,301.6,311.9,1479,21.7,168,10.29,3358.6,68.2,1,0,0,1,0,0
M,296.8,305.9,1402,40.3,33,9.18,5919.1,34.78,0,0,0,0,0,0
M,297.6,306.9,1378,52.2,177,9.29,7539.6,26.37,0,0,0,0,0,0
H,302.2,312.0,982,40.7,168,9.8,4185.6,24.13,0,0,0,0,0,0
M,297.7,307.1,1570,47.2,146,9.43,7763.2,33.25,0,0,0,0,0,0
H,296.4,308.4,1656,42.7,191,12.08,7410.4,38.75,0,0,0,0,0,0
M,303.7,313.2,1527,34.3,220,9.46,5484.1,44.52,0,0,0,0,0,0
L,297.2,307.7,1482,38.1,207,10.44,5918.1,38.86,0,0,0,0,0,0
L,300.4,310.5,1526,51.8,31,10.15,8277.3,29.46,0,0,0,0,0,0
M,300.1,310.5,1329,47.2,186,10.35,6564.3,28.18,0,0,0,0,0,0
M,294.4,304.8,1400,33.8,112,10.43,4958.9,41.39,0,0,0,0,0,0
L,299.5,310.3,1466,26.1,83,10.88,4010.7,56.11,0,0,0,0,0,0
L,300.9,311.2,1639,42.1,219,10.27,7220.4,38.96,1,1,0,0,0,0
H,300.7,310.9,1775,34.2,139,10.22,6353.5,51.93,0,0,0,0,0,0
L,301.8,311.9,1454,38.2,125,10.06,5820.3,38.04,0,0,0,0,0,0
L,299.2,309.1,1291,25.5,196,9.86,3441.4,50.72,1,0,0,1,0,0
L,301.4,310.5,1507,50.4,138,9.09,7954.9,29.9,0,0,0,0,0,0
L,298.6,308.6,1902,39.0,214,9.94,7773.9,48.73,0,0,0,0,0,0
L,297.2,307.4,1308,40.5,25,10.24,5553.8,32.26,0,0,0,0,0,0
L,297.4,307.8,1677,31.7,194,10.4,5561.9,52.95,1,0,0,0,0,1
L,297.1,307.3,1767,37.2,40,10.18,6888.3,47.47,0,0,0,0,0,0
M,302.0,311.8,1427,41.2,56,9.77,6160.4,34.62,0,0,0,0,0,0
L,297.0,306.9,1359,33.9,44,9.94,4819.8,40.13,0,0,0,0,0,0
M,300.5,310.0,1614,37.8,59,9.45,6395.9,42.65,0,0,0,0,0,0
M,299.5,309.8,1570,53.9,182,10.31,8855.6,29.15,0,0,0,0,0,0
L,299.8,309.6,1638,22.5,163,9.78,3859.4,72.8,0,0,0,0,0,0
M,302.7,312.9,1914,41.8,57,10.18,8387.3,45.74,0,0,0,0,0,0
L,299.1,310.1,1533,32.1,67,11.0,5160.5,47.69,0,0,0,0,0,0
M,301.2,310.5,1261,53.4,24,9.29,7046.9,23.63,0,0,0,0,0,0
L,300.1,310.7,1513,38.2,103,10.6,6051.3,39.61,0,0,0,0,0,0
M,299.7,309.7,1548,29.5,94,10.03,4786.7,52.42,0,0,0,0,0,0
M,304.6,316.6,1753,37.8,36,12.02,6947.1,46.32,0,0,0,0,0,0
L,297.1,306.9,1460,43.5,208,9.78,6650.2,33.57,1,1,0,0,0,0
L,302.6,313.3,1418,67.8,213,10.7,10061.3,20.93,1,0,0,1,1,0
M,301.3,311.3,1225,18.9,27,10.02,2424.8,64.81,1,0,0,1,0,0
M,299.0,307.7,1609,28.0,66,8.61,4719.3,57.45,0,0,0,0,0,0
L,303.3,312.7,2169,53.1,184,9.48,12050.1,40.88,1,0,0,1,0,0
M,296.3,307.2,1455,24.9,217,10.88,3795.5,58.41,0,0,0,0,0,0
L,299.0,308.5,1590,40.1,17,9.57,6676.2,39.65,0,0,0,0,0,0
M,297.6,305.4,1390,35.2,225,7.78,5118.8,39.53,1,1,0,0,0,0
L,300.8,310.8,1243,33.6,15,9.97,4373.0,37.0,0,0,0,0,0,0
M,297.8,306.7,1586,38.3,158,8.91,6357.4,41.43,0,0,0,0,0,0
L,300.9,311.0,1505,36.7,5,10.13,5779.8,41.04,0,0,0,0,0,0
L,299.6,311.2,1022,50.6,232,11.55,5412.2,20.21,1,1,0,0,1,0
L,299.0,309.8,1822,53.3,88,10.77,10166.4,34.19,1,0,0,1,0,0
L,300.8,312.3,1583,44.3,162,11.54,7337.5,35.76,0,0,0,0,0,0
L,299.5,308.9,1514,37.6,46,9.44,5967.5,40.22,0,0,0,0,0,0
L,297.8,307.7,1415,42.6,80,9.86,6310.1,33.23,0,0,0,0,0,0
M,305.6,314.6,1581,48.1,186,8.96,7955.3,32.9,0,0,0,0,0,0
L,299.0,308.3,1590,50.0,243,9.32,8328.0,31.79,1,1,0,0,1,0
L,295.6,304.6,1580,43.7,248,9.07,7230.6,36.16,1,1,0,0,0,0
L,298.3,307.0,1713,55.3,202,8.69,9915.8,30.99,1,0,0,1,1,0
L,297.5,308.8,1759,33.8,211,11.37,6232.5,51.99,1,1,0,0,0,0
L,301.7,309.6,1901,51.4,242,7.91,10232.2,36.98,1,1,0,1,1,0
L,300.6,312.0,1332,47.0,10,11.37,6562.0,28.31,0,0,0,0,0,0
L,300.8,312.0,1385,33.9,42,11.25,4916.7,40.86,0,0,0,0,0,0
L,299.3,309.8,1572,42.3,13,10.5,6967.8,37.14,0,0,0,0,0,0
L,299.4,308.3,1344,43.0,125,8.89,6054.0,31.25,0,0,0,0,0,0
L,299.3,307.7,1376,38.6,239,8.42,5559.1,35.67,1,1,1,0,0,0
L,299.8,309.3,1595,38.5,145,9.45,6425.7,41.46,0,0,0,0,0,0
L,301.7,312.3,1680,24.8,138,10.63,4354.6,67.87,0,0,0,0,0,0
H,300.7,310.7,1755,33.1,206,10.0,6084.6,53.01,1,1,0,0,0,0
L,301.0,310.0,1461,37.6,232,8.96,5755.1,38.84,1,1,0,0,0,0
M,301.0,312.1,1592,34.3,174,11.15,5714.0,46.45,0,0,0,0,0,0
L,301.8,313.5,1548,31.4,223,11.68,5097.2,49.23,1,1,0,0,0,0
M,300.6,310.3,1503,50.6,43,9.77,7965.8,29.7,0,0,0,0,0,0
M,300.7,310.8,1336,39.0,125,10.11,5450.8,34.29,0,0,0,0,0,0
L,302.4,310.9,1311,61.7,91,8.49,8466.2,21.26,1,0,1,0,0,0
H,298.7,308.3,1633,42.2,83,9.59,7221.2,38.67,0,0,0,0,0,0
L,298.3,308.8,1333,50.4,53,10.51,7035.6,26.45,0,0,0,0,0,0
L,297.6,308.0,1144,37.9,223,10.35,4542.6,30.17,0,0,0,0,0,0
M,300.4,309.9,1493,33.4,112,9.49,5219.4,44.72,0,0,0,0,0,0
M,296.3,306.0,1791,42.6,132,9.73,7995.1,42.01,0,0,0,0,0,0
L,300.9,310.5,941,53.0,69,9.55,5218.3,17.77,0,0,0,0,0,0
L,299.8,309.5,1442,39.1,240,9.72,5905.7,36.87,1,1,0,0,0,0
L,302.3,312.7,1635,44.5,152,10.42,7613.6,36.77,0,0,0,0,0,0
L,298.7,306.7,1135,42.6,0,8.03,5060.4,26.66,1,0,1,0,0,0
M,299.6,309.5,1457,39.0,66,9.93,5953.5,37.34,0,0,0,0,0,0
L,302.2,312.6,1272,39.5,249,10.35,5265.8,32.18,1,1,0,0,0,0
L,302.8,312.2,1298,30.0,243,9.43,4079.9,43.24,1,1,0,0,0,0
L,298.6,308.2,1419,39.9,136,9.52,5927.4,35.57,0,0,0,0,0,0
L,300.4,309.9,1275,46.5,141,9.55,6213.0,27.4,0,0,0,0,0,0
L,300.6,310.1,1258,43.0,225,9.52,5659.1,29.29,1,1,0,0,0,0
M,300.7,310.8,1488,41.8,177,10.01,6519.9,35.56,0,0,0,0,0,0
H,299.5,309.6,1945,47.3,233,10.13,9623.9,41.16,1,1,0,1,0,0
M,302.6,310.5,1651,41.9,119,7.9,7252.7,39.36,0,0,0,0,0,0
L,296.2,306.9,1702,40.1,243,10.65,7154.1,42.4,1,1,0,0,0,0
M,299.2,308.9,1659,47.4,134,9.71,8226.4,35.04,0,0,0,0,0,0
M,300.9,312.8,1360,41.4,161,11.93,5891.3,32.88,0,0,0,0,0,0
M,300.9,309.7,1562,37.6,20,8.81,6155.9,41.5,0,0,0,0,0,0
L,302.7,311.8,1719,44.7,152,9.13,8043.5,38.47,0,0,0,0,0,0
L,302.4,312.2,1665,39.6,191,9.8,6912.9,41.99,0,0,0,0,0,0
L,299.4,309.8,1538,37.2,109,10.41,5989.0,41.36,0,0,0,0,0,0
L,302.6,310.6,1604,41.6,125,8.05,6979.9,38.6,0,0,0,0,0,0
L,298.6,307.7,1992,41.7,98,9.17,8692.6,47.8,0,0,0,0,0,0
L,301.9,312.5,1667,29.0,242,10.59,5056.1,57.55,1,1,0,0,0,0
L,303.6,312.7,1436,43.3,119,9.05,6516.2,33.14,0,0,0,0,0,0
M,302.4,313.8,1485,58.5,31,11.37,9091.8,25.4,1,0,0,1,0,0
L,300.2,309.8,1289,30.2,7,9.55,4077.0,42.68,0,0,0,0,0,0
L,299.3,308.4,1969,35.0,193,9.1,7211.5,56.3,0,0,0,0,0,0
H,296.9,307.6,1820,67.8,136,10.61,12922.0,26.84,1,0,0,1,0,0
H,300.6,312.2,1516,31.8,0,11.61,5045.0,47.7,0,0,0,0,0,0
M,297.8,308.2,1936,52.9,95,10.42,10717.5,36.62,1,0,0,1,0,0
H,298.4,309.7,1626,37.7,228,11.26,6421.5,43.12,1,1,0,0,0,0
L,297.6,309.3,1413,40.6,236,11.68,6007.7,34.8,1,1,0,0,0,0
H,299.1,308.2,1681,38.7,13,9.08,6810.5,43.45,0,0,0,0,0,0
L,299.9,310.9,1579,44.3,30,10.94,7318.0,35.68,0,0,0,0,0,0
L,300.5,309.0,1667,24.2,1,8.48,4225.0,68.88,0,0,0,0,0,0
L,298.8,309.2,1226,41.9,217,10.42,5374.6,29.29,0,0,0,0,0,0
L,302.1,312.1,1337,36.0,17,9.93,5035.7,37.17,0,0,0,0,0,0
L,299.6,310.8,1797,21.4,26,11.24,4021.3,84.09,0,0,0,0,0,0
M,298.4,309.6,1838,51.2,56,11.17,9856.4,35.89,1,0,0,1,0,0
M,300.5,311.0,1783,18.9,229,10.57,3533.6,94.21,0,0,0,0,0,0
L,303.9,314.2,1943,61.5,172,10.3,12510.3,31.6,1,0,0,1,0,0
L,300.7,311.2,1615,46.2,154,10.51,7808.3,34.98,0,0,0,0,0,0
M,299.3,309.3,1601,26.4,196,10.06,4424.5,60.67,0,0,0,0,0,0
M,296.9,306.9,1317,53.4,173,9.94,7362.1,24.67,0,0,0,0,0,0
L,299.6,311.0,1383,32.5,186,11.44,4706.3,42.56,0,0,0,0,0,0
M,300.5,312.0,1102,33.0,18,11.56,3802.7,33.44,0,0,0,0,0,0
L,299.2,309.1,1435,22.0,147,9.86,3304.5,65.26,1,0,0,1,0,0
L,296.7,306.9,1088,31.4,188,10.24,3573.0,34.69,0,0,0,0,0,0
H,298.3,308.4,1716,32.5,141,10.08,5847.1,52.74,0,0,0,0,0,0
L,302.9,311.3,1577,48.2,2,8.39,7956.8,32.73,0,0,0,0,0,0
L,302.9,312.5,1094,51.7,52,9.66,5919.7,21.17,0,0,0,0,0,0
M,298.2,309.8,1462,27.6,240,11.6,4224.4,52.99,1,1,0,0,0,0
M,301.3,310.6,1893,42.7,176,9.25,8465.7,44.33,0,0,0,0,0,0
L,297.6,309.8,1474,21.6,172,12.11,3333.7,68.25,1,0,0,1,0,0
L,302.8,314.0,1300,42.7,165,11.17,5818.9,30.41,0,0,0,0,0,0
L,300.5,310.9,1142,61.6,31,10.4,7369.2,18.53,0,0,0,0,0,0
M,301.9,312.5,1148,22.2,1,10.56,2669.1,51.71,1,0,0,1,0,0
L,296.6,305.7,1607,29.9,110,9.08,5023.9,53.83,0,0,0,0,0,0
L,301.4,311.1,1413,47.3,111,9.73,6994.9,29.89,0,0,0,0,0,0
H,300.0,311.4,1429,48.5,202,11.44,7250.6,29.49,0,0,0,0,0,0
L,301.7,311.1,1414,30.6,45,9.39,4529.4,46.23,0,0,0,0,0,0
L,301.8,312.9,1471,54.7,68,11.06,8431.7,26.87,0,0,0,0,0,0
L,300.1,308.8,1254,31.8,19,8.62,4181.7,39.38,0,0,0,0,0,0
M,298.8,307.6,1563,56.7,99,8.8,9286.2,27.55,1,0,0,1,0,0
L,301.6,313.5,1215,44.7,63,11.9,5685.7,27.19,0,0,0,0,0,0
L,299.9,309.9,1348,52.7,65,9.99,7441.0,25.57,0,0,0,0,0,0
M,298.3,307.7,1702,43.7,63,9.46,7790.3,38.94,0,0,0,0,0,0
L,298.2,309.5,1575,46.6,57,11.36,7680.9,33.82,0,0,0,0,0,0
L,297.0,308.3,1637,47.1,79,11.25,8074.4,34.75,0,0,0,0,0,0
L,299.0,309.9,1930,51.4,134,10.92,10398.1,37.51,1,0,0,1,0,0
L,302.2,311.6,1488,39.7,109,9.43,6181.8,37.51,0,0,0,0,0,0
L,300.4,310.1,1504,31.0,15,9.71,4882.6,48.51,0,0,0,0,0,0
L,298.9,309.3,1447,39.2,106,10.31,5941.6,36.9,0,0,0,0,0,0
L,301.6,312.3,1411,33.3,211,10.69,4924.1,42.34,0,0,0,0,0,0
L,298.3,307.8,1297,34.0,25,9.49,4615.1,38.17,0,0,0,0,0,0
M,300.2,310.4,1516,56.5,236,10.17,8977.3,26.81,1,1,0,0,1,0
H,299.6,309.9,1571,46.2,77,10.27,7605.1,33.98,0,0,0,0,0,0
M,301.6,312.8,1582,45.8,3,11.29,7582.1,34.57,0,0,0,0,0,0
M,296.8,307.6,1512,50.7,63,10.75,8031.8,29.81,0,0,0,0,0,0
L,298.3,306.8,1685,46.2,17,8.49,8147.7,36.49,0,0,0,0,0,0
H,296.7,306.5,1505,58.7,141,9.79,9246.7,25.65,1,0,0,1,0,0
L,299.5,308.6,1418,19.1,79,9.07,2829.3,74.42,1,0,0,1,0,0
H,302.4,313.0,1314,30.0,201,10.57,4131.4,43.76,0,0,0,0,0,0
H,299.0,309.9,1190,33.0,183,10.92,4111.5,36.07,0,0,0,0,0,0
M,299.0,309.1,1792,26.2,117,10.1,4924.7,68.29,0,0,0,0,0,0
H,301.7,311.5,1360,41.1,140,9.73,5857.6,33.07,0,0,0,0,0,0
L,302.1,312.2,1314,41.6,152,10.07,5724.1,31.59,0,0,0,0,0,0
L,299.8,310.0,1416,59.8,67,10.21,8860.4,23.7,0,0,0,0,0,0
L,301.4,310.7,1444,49.0,34,9.36,7415.3,29.45,0,0,0,0,0,0
L,297.8,306.6,1827,34.9,94,8.78,6681.9,52.31,0,0,0,0,0,0
L,302.8,310.7,1434,44.9,23,7.95,6749.1,31.91,0,0,0,0,0,0
M,304.3,315.6,2026,21.7,78,11.27,4610.3,93.23,0,0,0,0,0,0
H,301.0,311.5,1512,41.4,138,10.5,6558.7,36.5,0,0,0,0,0,0
L,295.8,306.2,1911,40.9,135,10.36,8182.5,46.74,0,0,0,0,0,0
M,298.9,310.1,1678,31.0,30,11.27,5443.6,54.17,0,0,0,0,0,0
H,301.2,310.0,1572,38.0,2,8.74,6253.6,41.38,0,0,0,0,0,0
H,299.2,307.4,1815,33.1,22,8.26,6286.4,54.88,0,0,0,0,0,0
H,302.5,312.9,1724,30.7,9,10.38,5537.9,56.2,0,0,0,0,0,0
L,301.2,311.5,1626,46.7,100,10.29,7959.5,34.78,0,0,0,0,0,0
H,298.6,306.9,1963,50.3,97,8.27,10348.0,39.0,1,0,0,1,0,0
M,300.1,310.4,1400,45.1,60,10.36,6612.0,31.04,0,0,0,0,0,0
L,298.2,307.8,1301,35.6,53,9.6,4852.7,36.53,0,0,0,0,0,0
L,299.6,308.8,1364,33.4,99,9.19,4767.1,40.87,0,0,0,0,0,0
M,298.9,308.6,1850,35.9,21,9.67,6960.8,51.49,0,0,0,0,0,0
L,302.3,309.9,1790,37.8,53,7.56,7085.5,47.35,0,0,0,0,0,0
M,304.2,313.6,1394,31.3,101,9.41,4566.1,44.57,0,0,0,0,0,0
M,297.1,306.4,1029,50.5,23,9.3,5445.8,20.36,0,0,0,0,0,0
L,296.2,306.7,1458,38.0,210,10.56,5798.4,38.39,1,1,0,0,0,0
L,299.5,309.4,1297,47.6,169,9.84,6471.7,27.22,0,0,0,0,0,0
M,297.0,307.6,1401,26.0,95,10.64,3814.6,53.88,0,0,0,0,0,0
L,300.1,307.5,1289,33.1,37,7.45,4470.2,38.92,1,0,1,0,0,0
L,301.5,310.7,1178,48.6,48,9.16,5994.5,24.24,0,0,0,0,0,0
L,303.0,313.5,1876,48.7,30,10.56,9574.3,38.49,1,0,0,1,0,0
L,300.4,310.1,1363,28.0,40,9.69,3992.9,48.72,0,0,0,0,0,0
H,299.6,310.5,1782,43.0,105,10.85,8030.0,41.41,0,0,0,0,0,0
L,296.0,304.2,1455,43.3,61,8.2,6596.5,33.61,0,0,0,0,0,0
M,300.1,310.8,1273,32.9,221,10.73,4388.2,38.67,1,1,0,0,0,0
L,300.1,309.5,1601,43.6,240,9.36,7304.8,36.75,1,1,0,0,0,0
L,301.3,310.5,1421,24.2,172,9.26,3600.5,58.73,0,0,0,0,0,0
M,298.6,309.6,1458,30.7,202,10.99,4692.1,47.44,0,0,0,0,0,0
M,299.1,310.3,1528,46.0,63,11.16,7358.9,33.22,0,0,0,0,0,0
L,297.0,308.1,1337,40.3,166,11.03,5641.7,33.18,0,0,0,0,0,0
L,295.4,307.5,1175,40.8,14,12.04,5022.0,28.79,0,0,0,0,0,0
L,297.8,309.0,1489,38.2,240,11.27,5964.1,38.93,1,1,0,0,0,0
L,296.9,306.1,1692,45.4,167,9.2,8038.7,37.29,0,0,0,0,0,0
M,300.7,310.8,1319,45.9,79,10.14,6333.2,28.77,0,0,0,0,0,0
L,299.0,308.6,1530,47.9,193,9.64,7677.0,31.93,0,0,0,0,0,0
L,298.9,311.0,1801,41.3,3,12.03,7781.0,43.65,0,0,0,0,0,0
L,298.0,309.1,1482,36.1,94,11.1,5605.0,41.03,0,0,0,0,0,0
H,293.5,303.3,1517,34.4,223,9.81,5469.5,44.06,1,1,0,0,0,0
H,303.0,313.9,1511,29.4,65,10.88,4657.0,51.34,0,0,0,0,0,0
L,298.0,306.8,1363,36.0,166,8.77,5134.4,37.89,0,0,0,0,0,0
M,299.2,309.4,1301,33.9,90,10.25,4623.5,38.34,0,0,0,0,0,0
L,297.1,306.2,1302,56.0,98,9.06,7637.5,23.24,0,0,0,0,0,0
L,301.9,310.3,1573,29.5,186,8.31,4864.4,53.27,0,0,0,0,0,0
M,300.3,311.1,1651,50.4,227,10.78,8709.2,32.78,0,0,0,0,0,0
H,298.3,309.3,1661,37.3,41,10.91,6491.9,44.5,0,0,0,0,0,0
H,299.2,309.7,1424,37.9,69,10.46,5656.9,37.54,0,0,0,0,0,0
L,303.4,313.2,1718,44.0,121,9.82,7918.1,39.03,0,0,0,0,0,0
L,299.9,308.6,1561,25.8,153,8.73,4219.9,60.47,0,0,0,0,0,0
